"price","lotSize","age","bedrooms","fireplaces","rooms"
138000,0.31,39,4,0,5
166000,0.25,26,3,2,6
195000,0.56,18,3,1,6
295600,0.6,21,4,1,8
460000,0.47,1,4,1,12
126000,0.05,17,2,1,4
220300,0.58,16,3,1,5
175000,0.29,27,4,1,8
255000,1,49,3,1,9
185000,0.5,19,3,1,6
234000,0.57,8,3,1,7
133500,0.08,19,3,1,5
151000,0.2,19,2,1,7
157500,0.3,31,3,1,7
285000,0.65,23,5,1,10
217500,0.56,35,4,1,10
300000,0.7,21,4,1,8
161225,0.6,33,4,1,11
217000,2.85,25,4,1,8
250000,0.47,21,4,1,9
124000,0.06,19,2,0,6
248000,0.41,35,4,1,11
187000,0.57,45,4,1,8
195000,0.48,39,5,1,11
239900,0.53,19,4,1,10
475000,12.2,19,3,1,11
246000,0.61,16,3,1,6
219900,0.49,18,4,1,8
193500,0.6,38,4,1,10
122000,0.12,31,3,0,8
118000,0.15,20,2,0,7
125000,0.77,126,3,1,6
101000,0.26,23,3,0,5
249000,0.66,19,4,1,8
180000,0.57,102,4,2,6
292500,0.47,19,3,1,8
199500,0.48,18,3,1,5
205100,0.46,32,4,1,7
330000,0.57,12,4,1,11
179000,0.43,37,3,1,7
342000,0.58,4,3,1,9
145000,0.15,22,3,1,5
66000,0.14,19,2,0,3
269900,0.4,25,4,1,8
154000,0.1,174,5,1,9
454900,0.5,2,4,1,11
249900,0.42,23,3,2,7
165000,0.09,21,2,1,6
329000,0.46,3,4,1,11
49387,0.48,56,2,1,5
445000,0.58,0,4,1,10
73000,0.28,102,2,1,7
125000,0.13,20,2,0,6
146500,0.12,18,2,1,6
209000,0.45,38,5,1,12
196500,0.46,30,4,1,9
157000,0.29,20,4,0,6
125500,0.06,19,3,1,5
190000,0.44,38,3,0,6
250000,0.49,22,4,1,6
255000,0.4,4,4,1,10
129700,0.15,20,2,1,5
65000,0.34,74,4,0,8
107000,0.28,82,3,0,7
255000,0.57,35,4,1,9
398000,0.61,8,4,1,10
176000,0.45,31,4,1,8
249900,0.86,36,5,1,12
244900,0.38,26,3,1,8
220000,0.5,30,4,1,10
241000,0.35,31,5,1,9
159900,0.13,21,2,1,6
177555,0.56,38,3,1,8
95000,0.2,55,2,0,4
5000,0.29,4,3,1,6
264900,0.5,40,5,1,12
315000,0.77,16,4,1,9
155000,0.09,25,2,1,5
130000,0.22,23,3,0,5
238000,0.71,35,4,1,7
224000,0.33,31,3,1,7
211000,1,18,3,0,6
279000,0.23,13,3,0,8
242000,0.11,15,3,1,8
199875,0.61,36,4,1,7
259900,0.46,11,4,1,10
200000,1.28,84,4,0,7
212000,0.71,36,4,1,7
230000,0.47,41,3,1,5
189000,0.42,28,3,1,7
313635,1.93,16,3,2,12
185000,0.48,32,3,0,5
239900,0.42,30,4,1,11
202000,0.48,39,3,1,6
155000,0.12,19,2,1,6
120000,1.48,57,3,1,7
78000,0.33,77,1,0,2
311000,0.46,17,4,1,8
198000,0.32,38,3,1,4
158500,0.92,11,3,0,5
227000,0.46,37,5,1,9
265900,0.34,6,3,1,7
163000,0.23,30,3,0,8
165000,0.28,27,3,0,4
151000,0.07,30,3,0,4
200000,0.29,4,3,1,7
299900,0.77,15,4,1,8
210000,0.33,18,3,1,7
220000,0.66,36,3,0,8
326900,1,15,3,1,8
204900,0.39,29,4,1,7
234000,0.31,32,3,1,7
236000,0.42,36,4,1,9
124000,0.46,36,4,0,6
199100,0.14,13,2,1,5
245000,0.5,30,4,1,9
264000,0.35,33,3,1,11
105000,0.15,18,2,1,7
187000,0.32,21,3,0,7
127000,0.17,21,2,0,6
100000,0.48,42,4,0,7
251000,0.77,44,3,1,9
105000,0.95,50,3,1,5
431250,0.53,10,4,1,12
149900,0.06,19,3,1,4
180000,0.46,36,4,1,9
123500,0.18,20,2,1,5
253000,0.47,33,5,2,12
330000,0.47,6,4,0,12
124500,0.19,21,2,0,3
424200,1.82,19,4,1,10
120000,0.21,19,3,0,7
205000,0.42,32,3,1,5
175000,0.36,27,3,1,5
295000,0.49,4,4,1,7
156500,0.21,19,2,1,6
143000,0.09,18,3,0,6
215000,0.29,27,4,1,5
287000,0.4,6,3,1,10
122500,0.23,18,2,1,7
180000,1,19,3,0,5
143000,0.09,18,3,0,8
137000,0.08,21,2,1,3
271000,0.47,22,3,1,7
129900,0.07,15,2,1,5
133000,0.06,15,3,0,6
179000,0.25,11,3,0,8
302000,0.72,5,3,1,9
168000,0.92,28,3,0,8
120000,0.19,16,2,1,6
119000,0.07,15,2,1,3
168000,0.35,27,3,0,5
124900,0.98,96,4,0,7
415000,2.92,1,3,1,10
150000,0.99,10,3,0,5
310000,4,20,4,1,10
157000,0.46,18,3,0,7
205000,0.8,28,4,1,7
275000,0.46,7,3,0,8
320000,0.46,10,4,0,12
380000,0.74,17,5,1,12
119900,0.46,23,3,0,4
345000,0.82,15,4,1,11
145000,0.46,32,4,1,9
123000,0.07,77,2,1,7
202500,0.79,17,3,1,8
182000,1,13,3,1,4
175000,0.63,14,3,0,7
132500,0.21,77,3,0,7
239000,0.41,41,4,1,7
86125,0.01,14,2,0,6
245000,1.28,16,3,0,8
229900,1.64,52,4,2,7
129000,0.33,95,3,0,4
200000,0.09,90,2,0,3
144200,1.19,16,3,0,5
166000,0.4,11,3,0,7
178000,0.9,46,4,1,7
165000,1,40,3,1,8
218000,0.1,18,3,1,10
175000,0.02,9,3,0,8
145000,0.18,71,3,0,8
195000,0.76,4,3,0,5
288139,0.46,0,4,1,10
187500,0.59,11,3,0,5
255000,0.91,105,3,0,7
145000,1,11,3,0,5
183000,0.46,28,3,1,7
318310,0.23,1,4,1,8
192500,1.2,42,2,0,6
195000,1,52,2,1,7
138000,0.87,36,2,2,3
230000,0.79,26,4,1,10
237500,1,15,3,1,5
375000,4.84,3,3,1,8
105000,0.16,165,3,0,5
168000,1,10,3,0,7
221000,0.29,5,4,0,10
135000,0.31,85,3,0,8
129900,0.39,3,3,0,4
344100,1.05,40,4,2,8
112000,1,15,3,0,4
380000,0.3,76,3,0,5
125000,0.6,34,3,0,5
145000,5.52,20,2,0,7
190000,0.48,2,3,0,8
135000,0.15,25,2,1,3
58500,0.04,30,3,0,5
80500,0.01,14,2,0,3
150410,0.25,6,2,0,4
170000,1,29,2,0,6
242551,2,14,4,1,10
176500,0.29,7,2,1,3
212000,1,27,4,0,9
135000,0.41,35,3,0,7
215000,0.89,46,4,1,11
262000,0.46,0,4,1,8
155000,1,15,3,0,4
207000,0.27,27,3,0,7
185000,0.14,105,4,0,10
92200,0.42,130,3,0,5
111000,0.74,95,1,0,2
97000,0.1,145,2,0,5
200000,1.73,34,3,0,5
230000,0.47,14,3,1,9
299900,0.62,13,3,1,9
183855,0.34,51,4,0,5
174900,0.34,50,3,1,5
335000,3.28,11,3,1,9
208000,0.47,53,3,0,8
380000,2,35,4,1,8
289900,0.3,0,4,1,10
188000,0.41,33,3,1,7
600000,0.99,1,4,1,8
262000,0.29,5,3,0,5
220000,2.03,30,3,1,8
275000,0.61,21,4,1,11
215000,0.46,25,3,0,8
100000,0.51,47,3,0,7
158500,0.17,19,2,0,7
148900,0.15,18,2,0,6
218000,0.45,16,3,0,4
355840,0.87,0,4,1,10
168000,0.08,9,3,0,7
171000,0.58,14,4,1,9
195000,0.41,15,3,1,7
201880,0.46,19,3,1,7
145000,0.47,12,3,0,5
206000,0.01,13,3,1,7
78000,0.14,85,3,1,6
320900,0.47,5,2,1,7
159000,0.61,1,3,0,4
180000,0.16,38,3,0,4
129900,0.05,125,4,0,5
150000,0.38,34,4,1,5
171134,0.25,35,3,0,4
151000,0.37,33,3,1,7
100000,0.31,85,2,0,3
655000,0.19,55,2,0,6
243500,0.29,3,3,0,7
265000,0.18,140,3,0,8
400000,0.24,4,3,1,7
272800,0.08,46,4,1,9
255000,0.17,115,2,0,6
220000,0.13,17,2,0,4
775000,0.48,31,5,4,12
233000,0.14,129,4,0,9
216977,0.48,27,4,0,9
245000,0.03,5,2,1,4
159000,0.24,35,3,0,8
725000,0.21,3,4,1,10
268300,0.16,6,3,1,5
159000,0.28,33,3,0,6
155000,0.3,33,3,1,8
345000,0.29,18,4,1,11
165200,0.3,34,2,0,5
185000,0.53,35,2,0,3
225500,0.28,41,3,1,4
420000,0.11,121,4,0,10
220000,0.18,53,4,0,7
620000,0.53,23,3,2,10
260000,0.35,18,4,1,10
359900,0.5,0,3,1,7
375000,0.14,4,3,0,7
302900,0.22,50,3,0,4
175000,0.17,39,5,0,6
260000,5.35,37,4,0,8
270000,0.33,16,3,1,6
485000,0.24,17,4,1,9
200000,0.57,85,3,0,4
367000,0.03,19,2,1,5
175000,0.3,32,3,0,7
203000,0.04,19,2,1,4
170000,0.16,33,3,0,7
375000,0.31,32,4,1,10
159900,0.25,35,3,0,4
230000,0.14,95,4,0,9
375000,0.12,69,3,1,5
421000,0.31,5,3,1,6
218000,0.28,31,3,0,4
167850,0.27,34,3,1,5
252500,0.21,80,4,0,7
650000,0.34,3,4,1,12
380000,0.04,18,2,1,6
214500,0.21,33,3,0,4
218500,0.17,115,3,0,8
174000,0.16,35,2,0,6
225000,0.46,35,4,0,6
309750,0.07,15,3,1,5
658300,0.69,3,4,1,11
203000,0.06,16,2,0,7
375000,0.03,19,2,1,7
62500,1,25,3,0,11
205000,0.19,18,3,0,4
84500,0.2,135,3,0,5
280500,1.09,8,3,2,6
182000,0.02,32,3,0,5
571000,1,14,3,0,10
168000,0.25,35,2,0,5
354000,0.46,30,5,1,10
238000,0.2,50,5,0,10
182000,0.16,35,3,0,8
218500,0.17,5,2,1,4
227500,0.55,53,3,0,4
375000,0.5,19,4,1,8
399900,0.09,125,3,0,7
360000,0.34,41,4,1,8
412500,0.39,4,3,1,6
268500,0.18,10,3,1,8
300300,0.13,52,3,0,6
382500,0.19,2,4,1,10
189000,0.3,31,3,1,7
295000,0.39,17,3,1,7
220000,0.01,37,2,1,5
223000,0.12,110,2,0,5
399000,0.25,152,3,1,10
169480,0.24,30,3,0,5
347750,0.15,1,3,1,8
455000,0.25,23,2,1,8
249900,0.04,12,3,1,7
250000,0.05,8,3,0,9
265000,0.32,42,2,0,4
670000,0.11,121,4,0,8
195000,0.11,19,3,0,8
360000,0.13,4,3,0,4
175000,0.4,33,4,0,8
166500,0.1,115,2,0,4
190100,0.48,27,4,1,8
180500,0.75,8,3,0,5
440000,0.19,3,2,0,4
170000,0.51,57,2,1,4
220000,0.63,20,3,1,6
70500,0.09,57,3,0,7
65000,0.13,137,2,0,3
127500,0.19,71,2,0,5
155000,0.57,28,3,0,5
255500,0.92,11,2,1,6
136000,0.35,39,3,0,6
204000,0.86,16,3,0,5
200000,0.8,6,3,1,6
163000,0.36,40,3,0,5
149350,0.44,47,3,0,6
235000,0.25,12,3,0,8
260000,0.65,27,4,1,7
210000,0.46,27,3,0,9
159900,0.7,84,4,1,6
209000,0.55,14,4,0,6
135000,0.35,22,2,1,4
200000,0.96,45,3,0,5
432600,0.54,1,4,0,10
195000,0.47,19,3,0,7
165000,0.52,16,3,0,6
198000,0.15,16,4,1,10
219000,0.65,2,4,0,8
430000,1.34,15,3,1,7
120000,0.17,105,3,0,6
373735,0.53,1,4,1,10
183853,0.14,18,2,1,4
213500,0.46,17,3,1,5
155000,0.09,18,3,1,4
197000,0.41,14,3,0,8
392499,0.48,11,4,1,11
229900,0.44,7,3,1,8
289250,0.42,14,4,1,12
189900,0.12,17,2,1,6
397200,0.46,1,4,1,12
389405,0.35,1,3,1,8
135000,0.66,155,2,1,3
174000,0.13,16,2,1,6
525000,0.46,1,5,1,12
135000,0.01,19,2,0,3
412000,0.62,9,4,1,10
186000,0.08,18,2,1,7
453935,0.58,1,4,1,9
355000,0.69,3,4,1,11
186000,0.35,37,3,0,4
197000,0.14,16,2,1,6
180000,0.13,18,2,1,3
178000,0.47,27,3,1,7
305000,0.33,10,4,1,7
262000,0.46,8,3,0,4
225000,0.89,27,4,1,8
403040,0.49,0,4,1,12
388500,0.46,14,4,1,10
417000,0.13,6,4,1,11
410000,0.5,9,5,1,11
170000,0.35,17,3,1,8
295000,0.01,9,3,1,5
216000,0.38,39,4,1,8
221649,0.37,38,3,1,4
199900,0.21,17,2,1,4
463000,0.64,3,4,1,10
146500,0.02,20,2,0,3
225000,0.24,18,3,1,4
160000,0.16,21,3,0,4
275055,0.46,1,4,1,8
315513,0.46,1,4,1,11
323759,0.35,1,3,1,10
167500,0.92,19,3,0,4
272699,0.3,1,4,1,7
177500,0.31,19,3,1,4
128000,1,50,2,0,4
317105,0.44,1,4,1,10
144500,0.15,18,2,0,5
260000,0.33,7,4,0,7
244000,0.33,18,3,1,4
287989,0.4,1,4,1,9
159000,0.16,18,3,0,8
167000,0.16,18,3,0,8
348000,0.17,14,2,1,4
140000,0.17,26,2,1,6
145000,0.15,20,2,0,3
150450,0.17,21,2,0,5
230000,0.95,15,3,1,6
147423,0.16,19,2,1,3
223000,0.33,17,3,1,6
167500,0.16,18,3,0,6
299000,0.1,25,3,1,5
235900,0.59,33,4,1,6
147000,0.24,115,3,1,5
305000,0.53,13,3,1,7
154000,0.17,21,2,0,7
149000,0.15,20,2,0,7
300279,0.54,1,4,1,9
278000,0.64,33,4,1,10
202000,0.47,28,2,0,6
328463,0.49,1,4,1,10
185000,0.45,16,3,1,5
128000,0.17,21,2,0,3
335000,0.92,16,4,1,10
148900,0.16,18,2,0,4
229900,0.43,16,3,0,6
215000,0.49,28,4,1,7
253000,0.45,16,3,1,9
304065,0.34,1,4,1,8
222000,0.34,26,3,1,5
165000,0.15,18,3,0,7
275000,0.37,14,4,1,8
325000,0.27,105,2,1,4
406000,1.08,15,4,3,8
230000,0.31,19,3,1,6
125000,0.04,130,3,0,8
148000,0.41,84,3,1,8
279000,0.44,9,3,0,8
250000,0.62,14,2,1,6
314940,0.37,0,4,1,10
165900,0.16,21,2,0,3
150000,0.75,14,3,0,6
133000,0.15,15,3,0,4
155000,0.37,18,3,0,7
220000,0.41,57,3,1,7
229000,1.61,26,3,0,4
177000,0.63,34,4,0,9
120000,0.11,50,2,0,6
195000,0.29,3,3,1,5
315371,1,1,4,1,8
137000,0.36,48,2,0,3
225700,0.36,19,3,0,9
204900,0.34,20,3,0,8
189500,0.34,19,3,0,8
374000,0.72,21,4,1,11
319000,0.35,12,4,0,8
294100,0.39,11,3,1,10
440760,0.38,0,4,1,10
128000,0.16,21,2,1,4
239505,0.37,1,3,1,10
141700,0.15,18,2,0,4
215500,0.34,19,4,1,10
320210,0.81,1,3,1,9
273495,0.3,1,4,0,11
256350,0.35,1,3,1,6
255000,0.33,17,3,1,6
124000,0.09,13,3,0,8
293000,1.94,5,3,1,9
147000,0.15,20,3,1,4
284595,0.32,1,4,1,10
342269,0.39,1,4,1,9
229000,0.51,25,3,1,8
216900,0.31,19,3,1,7
164900,0.15,22,3,1,6
149000,0.15,18,2,1,3
150000,0.18,85,2,0,4
214990,0.32,17,3,1,6
173000,0.14,26,2,1,7
149900,0.17,19,2,1,4
155000,0.15,18,2,0,3
170000,0.16,18,3,1,5
237500,0.37,19,3,0,5
297065,0.45,1,4,0,9
342202,0.44,1,4,1,9
345264,0.88,1,4,1,11
325046,0.5,1,4,0,10
367000,1,19,4,1,8
159900,0.17,21,3,0,4
145000,0.16,21,2,1,3
272500,0.32,18,4,1,10
163255,0.09,25,2,1,3
319000,0.47,1,4,1,12
160600,0.15,20,2,0,3
246000,0.34,20,3,1,6
153000,0.17,57,2,0,6
295000,0.48,15,5,1,10
159000,0.16,18,2,0,3
148400,0.15,20,2,1,5
311000,0.54,10,3,0,7
314000,0.53,1,4,1,11
250000,0.4,25,3,1,6
149000,0.16,21,2,0,3
307890,0.55,1,4,0,12
223000,0.33,18,3,1,8
219000,0.47,27,3,1,5
178000,0.48,28,3,1,6
295925,0.56,0,4,1,9
141160,0.17,20,2,0,6
229900,0.34,9,3,1,8
254900,0.33,10,3,0,5
126000,0.85,28,2,0,4
176500,0.37,55,3,1,6
161800,0.34,41,3,0,7
112200,0.14,44,2,0,4
154500,0.54,35,4,0,8
300000,0.92,19,3,1,8
206000,0.1,17,3,0,8
257000,0.75,6,3,0,7
182000,0.38,36,4,1,8
161000,0.59,37,3,0,6
176000,0.42,21,3,0,6
177160,0.41,35,3,0,8
355063,0.36,0,4,1,8
213000,0.48,20,3,1,4
266500,0.52,18,3,0,4
285000,0.36,13,3,1,9
178900,0.35,21,3,0,4
300000,0.56,34,6,1,12
211000,0.49,41,4,1,8
451000,2,52,3,0,7
201400,0.49,30,3,1,6
195900,0.4,34,3,1,5
190000,0.57,35,4,1,6
150000,0.21,19,2,1,4
206000,1,19,3,1,7
285000,0.32,28,4,1,10
120000,0.2,24,2,0,3
377500,1,21,4,2,9
340000,0.55,8,4,1,10
240000,0.45,35,3,1,6
295000,0.49,17,4,1,12
215000,0.63,21,3,0,9
275000,0.47,35,4,1,10
189000,0.81,53,3,0,7
156000,0.09,26,2,1,3
410000,0.79,11,4,1,11
264500,0.46,34,4,2,9
145500,0.09,20,3,0,4
116500,0.08,22,2,0,4
264500,0.44,40,4,1,11
215000,0.3,32,3,1,6
263000,0.6,28,5,1,12
243000,0.57,9,2,0,6
203000,0.29,30,3,1,6
335000,0.61,10,4,1,9
385000,0.5,7,4,1,9
210000,0.59,38,4,1,7
154000,0.14,20,3,1,5
155000,0.17,20,2,0,6
165000,0.17,22,3,0,4
300000,0.7,15,4,0,7
240000,0.46,33,4,1,9
182000,0.35,40,4,1,10
194000,6.15,64,3,1,9
410000,0.44,3,4,1,10
280000,0.85,18,4,1,7
235000,0.47,37,4,1,9
185000,0.06,27,2,1,6
167000,0.21,21,3,1,5
206500,0.5,35,4,0,7
165000,0.05,19,3,0,6
230000,0.35,42,4,1,9
235000,0.73,34,4,1,6
200500,0.69,26,3,1,4
310000,0.46,21,3,1,9
169900,0.06,27,3,1,5
210500,0.28,22,3,1,5
305000,0.92,16,4,1,7
508000,0.17,1,4,1,12
220000,0.41,39,4,0,9
256000,0.5,20,4,1,11
196900,0.41,35,4,0,6
233000,0.26,30,3,1,5
140000,0.06,20,2,1,7
162900,0.12,20,2,1,5
178000,0.17,18,2,0,4
265000,0.67,40,5,1,10
454900,0.66,9,4,1,11
215000,5.65,53,2,1,5
248000,0.67,16,3,1,8
395000,0.7,16,4,1,10
171500,0.07,20,3,1,4
268000,0.48,27,4,1,10
166500,0.06,20,2,1,4
355000,0.43,7,4,1,7
165000,0.93,13,3,0,8
300000,0.08,34,5,1,10
350000,0.5,18,4,1,9
279900,0.49,19,4,1,8
265000,0.65,37,4,1,8
267000,0.31,33,4,0,9
235000,0.76,38,3,0,5
299900,0.46,18,3,1,9
167000,0.07,26,2,1,7
168000,0.4,149,3,0,8
150000,0.07,21,3,0,6
255000,0.41,21,4,0,6
455000,4.2,29,3,1,10
351100,0.46,3,4,1,10
315000,0.46,36,4,1,12
220000,0.4,21,3,0,7
159000,0.14,20,3,0,8
341000,0.57,16,3,1,8
276000,0.47,19,3,1,5
309000,0.49,19,4,1,10
217021,0.46,31,3,0,7
188500,0.05,19,2,0,6
320000,0.55,33,4,1,9
247000,0.34,40,4,1,10
166000,0.1,21,2,1,7
236000,0.15,37,3,0,6
233900,0.3,32,4,1,6
162740,0.07,21,3,1,8
225000,0.45,35,4,1,7
360000,0.91,17,4,1,7
281520,0.56,34,5,1,8
365000,0.56,0,4,1,12
315000,0.6,20,4,3,10
297900,0.3,15,3,1,8
270000,0.42,35,4,0,7
260000,0.42,27,4,1,10
72000,0.33,85,3,0,6
229500,0.34,22,3,0,8
275000,0.54,19,4,1,10
155000,0.29,23,2,0,4
225570,0.37,27,3,1,8
224000,0.54,38,4,1,10
290000,0.61,34,4,1,10
262000,0.64,35,4,1,9
319900,0.34,3,4,1,8
265000,0.45,43,4,1,11
255000,0.33,19,3,1,7
217300,0.35,40,3,1,8
291000,0.49,6,4,1,6
319000,0.46,26,4,1,12
271500,0.54,35,5,1,9
224900,0.48,45,4,0,7
260000,0.63,39,5,1,9
199900,0.63,38,4,1,10
252659,0.41,36,4,1,8
312500,0.46,16,4,1,6
290000,0.46,22,4,1,10
155000,0.57,59,2,1,7
355000,0.55,20,3,1,10
190000,0.83,37,4,1,10
130000,0.06,16,2,1,4
264000,0.21,1,3,0,9
193980,0.31,12,2,0,5
219900,0.25,13,3,0,8
469900,1.4,2,4,1,12
314230,0.51,1,4,1,10
138900,0.15,14,2,0,3
160000,0.29,14,2,0,7
228000,0.25,12,3,0,8
224400,5,17,2,0,5
132870,0.06,17,3,1,5
135600,0.51,34,3,0,4
150600,0.07,17,3,1,7
335000,1.25,16,3,1,7
316250,0.04,0,4,1,11
181280,0.39,26,4,0,10
158000,0.73,85,3,0,6
221000,0.23,11,3,1,8
230000,0.5,8,3,0,6
299000,0.1,8,4,0,6
148000,0.07,16,2,1,4
267500,0.24,14,3,0,9
259000,0.01,12,3,1,5
321000,0.1,14,4,0,8
409790,0.27,1,5,1,12
184000,0.45,35,4,0,10
145000,0.07,16,2,1,3
310000,1.75,14,3,0,4
170000,0.07,16,3,1,5
210500,0.02,15,3,0,6
199900,0.24,13,3,0,5
150000,0.28,70,3,0,4
153000,0.11,16,2,0,4
334000,0.55,12,4,1,7
216900,0.4,38,3,1,6
259000,0.05,15,4,1,10
240000,0.3,12,3,2,4
186030,0.37,38,4,0,9
203000,0.43,14,3,1,8
255000,0.13,15,3,0,6
119000,0.09,95,3,0,5
260800,0.5,5,3,1,7
169000,0.19,15,3,0,4
225000,0.95,15,3,0,7
124000,0.35,33,3,0,7
245000,0.51,22,3,0,10
250000,0.48,15,3,0,5
172000,0.46,20,2,0,6
153500,0.48,33,3,1,7
165000,0.02,17,3,0,4
159000,0.17,22,2,0,4
171500,0.17,19,3,0,7
240000,0.51,13,3,0,7
409550,0.69,1,3,1,9
302000,0.61,11,3,1,6
285000,0.38,4,3,1,5
385900,0.4,1,4,1,11
140595,0.42,71,3,0,5
213000,0.47,20,3,0,7
335000,0.47,3,3,1,6
290000,0.66,15,4,1,11
265000,0.49,1,3,1,10
334000,0.32,116,3,0,7
382406,0.44,1,4,1,12
149300,0.16,20,2,0,3
212000,0.34,21,3,0,4
195000,0.46,28,3,1,6
245000,0.36,106,4,1,6
422680,0.16,176,6,1,12
240000,4.21,38,3,2,8
156000,0.16,19,3,0,7
265000,0.49,1,3,1,8
334000,0.32,116,3,0,5
382406,0.44,1,4,1,11
149300,0.16,20,2,0,5
212000,0.34,21,3,0,4
195000,0.46,28,3,1,4
171600,0.32,15,3,0,4
245000,0.36,106,4,1,8
282000,0.87,12,4,1,6
260000,0.34,42,4,0,6
254500,0.17,9,3,1,8
179900,0.07,27,2,1,7
255000,0.53,38,5,1,10
265000,0.43,40,3,1,4
174000,0.06,21,3,0,8
322000,0.26,7,4,1,8
337000,0.46,4,4,1,10
221450,0.36,121,6,1,12
247000,0.3,28,3,1,8
180000,0.54,38,5,1,10
229900,0.37,26,3,0,7
230000,0.54,39,4,1,9
388000,0.77,9,4,1,12
350000,0.66,23,3,1,9
169700,0.07,22,3,0,7
190000,0.53,39,3,0,4
317500,0.54,19,3,1,4
70000,1.34,34,2,0,3
300000,0.65,19,4,1,11
145400,0.13,22,2,0,5
183500,0.28,57,3,0,4
275900,0.81,0,3,1,8
436023,0.41,5,4,1,12
319900,0.58,42,4,1,8
249000,0.43,41,4,2,7
289000,0.38,32,5,1,11
285000,0.94,37,4,1,11
194900,0.39,9,2,0,3
125000,0.24,48,3,1,7
111300,0.59,86,3,0,6
